"beta0","beta1","ssr"
67.8,2.54,186995.08
67.9,2.54,186661.93
68,2.54,186329.28
68.1,2.54,185997.13
68.2,2.54,185665.48
68.3,2.54,185334.33
68.4,2.54,185003.68
68.5,2.54,184673.53
68.6,2.54,184343.88
68.7,2.54,184014.73
68.8,2.54,183686.08
68.9,2.54,183357.93
69,2.54,183030.28
69.1,2.54,182703.13
69.2,2.54,182376.48
69.3,2.54,182050.33
69.4,2.54,181724.68
69.5,2.54,181399.53
69.6,2.54,181074.88
69.7,2.54,180750.73
69.8,2.54,180427.08
69.9,2.54,180103.93
70,2.54,179781.28
70.1,2.54,179459.13
70.2,2.54,179137.48
70.3,2.54,178816.33
70.4,2.54,178495.68
70.5,2.54,178175.53
70.6,2.54,177855.88
70.7,2.54,177536.73
70.8,2.54,177218.08
70.9,2.54,176899.93
71,2.54,176582.28
71.1,2.54,176265.13
71.2,2.54,175948.48
71.3,2.54,175632.33
71.4,2.54,175316.68
71.5,2.54,175001.53
71.6,2.54,174686.88
71.7,2.54,174372.73
71.8,2.54,174059.08
71.9,2.54,173745.93
72,2.54,173433.28
72.1,2.54,173121.13
72.2,2.54,172809.48
72.3,2.54,172498.33
72.4,2.54,172187.68
72.5,2.54,171877.53
72.6,2.54,171567.88
72.7,2.54,171258.73
72.8,2.54,170950.08
72.9,2.54,170641.93
73,2.54,170334.28
73.1,2.54,170027.13
73.2,2.54,169720.48
73.3,2.54,169414.33
73.4,2.54,169108.68
73.5,2.54,168803.53
73.6,2.54,168498.88
73.7,2.54,168194.73
73.8,2.54,167891.08
73.9,2.54,167587.93
74,2.54,167285.28
74.1,2.54,166983.13
74.2,2.54,166681.48
74.3,2.54,166380.33
74.4,2.54,166079.68
74.5,2.54,165779.53
74.6,2.54,165479.88
74.7,2.54,165180.73
74.8,2.54,164882.08
74.9,2.54,164583.93
75,2.54,164286.28
50,2.55,250910.75
50.1,2.55,250492.1
50.2,2.55,250073.95
50.3,2.55,249656.3
50.4,2.55,249239.15
50.5,2.55,248822.5
50.6,2.55,248406.35
50.7,2.55,247990.7
50.8,2.55,247575.55
50.9,2.55,247160.9
51,2.55,246746.75
51.1,2.55,246333.1
51.2,2.55,245919.95
51.3,2.55,245507.3
51.4,2.55,245095.15
51.5,2.55,244683.5
51.6,2.55,244272.35
51.7,2.55,243861.7
51.8,2.55,243451.55
51.9,2.55,243041.9
52,2.55,242632.75
52.1,2.55,242224.1
52.2,2.55,241815.95
52.3,2.55,241408.3
52.4,2.55,241001.15
52.5,2.55,240594.5
52.6,2.55,240188.35
52.7,2.55,239782.7
52.8,2.55,239377.55
52.9,2.55,238972.9
53,2.55,238568.75
53.1,2.55,238165.1
53.2,2.55,237761.95
53.3,2.55,237359.3
53.4,2.55,236957.15
53.5,2.55,236555.5
53.6,2.55,236154.35
53.7,2.55,235753.7
53.8,2.55,235353.55
53.9,2.55,234953.9
54,2.55,234554.75
54.1,2.55,234156.1
54.2,2.55,233757.95
54.3,2.55,233360.3
54.4,2.55,232963.15
54.5,2.55,232566.5
54.6,2.55,232170.35
54.7,2.55,231774.7
54.8,2.55,231379.55
54.9,2.55,230984.9
55,2.55,230590.75
55.1,2.55,230197.1
55.2,2.55,229803.95
55.3,2.55,229411.3
55.4,2.55,229019.15
55.5,2.55,228627.5
55.6,2.55,228236.35
55.7,2.55,227845.7
55.8,2.55,227455.55
55.9,2.55,227065.9
56,2.55,226676.75
56.1,2.55,226288.1
56.2,2.55,225899.95
56.3,2.55,225512.3
56.4,2.55,225125.15
56.5,2.55,224738.5
56.6,2.55,224352.35
56.7,2.55,223966.7
56.8,2.55,223581.55
56.9,2.55,223196.9
57,2.55,222812.75
57.1,2.55,222429.1
57.2,2.55,222045.95
57.3,2.55,221663.3
57.4,2.55,221281.15
57.5,2.55,220899.5
57.6,2.55,220518.35
57.7,2.55,220137.7
57.8,2.55,219757.55
57.9,2.55,219377.9
58,2.55,218998.75
58.1,2.55,218620.1
58.2,2.55,218241.95
58.3,2.55,217864.3
58.4,2.55,217487.15
58.5,2.55,217110.5
58.6,2.55,216734.35
58.7,2.55,216358.7
58.8,2.55,215983.55
58.9,2.55,215608.9
59,2.55,215234.75
59.1,2.55,214861.1
59.2,2.55,214487.95
59.3,2.55,214115.3
59.4,2.55,213743.15
59.5,2.55,213371.5
59.6,2.55,213000.35
59.7,2.55,212629.7
59.8,2.55,212259.55
59.9,2.55,211889.9
60,2.55,211520.75
60.1,2.55,211152.1
60.2,2.55,210783.95
60.3,2.55,210416.3
60.4,2.55,210049.15
60.5,2.55,209682.5
60.6,2.55,209316.35
60.7,2.55,208950.7
60.8,2.55,208585.55
60.9,2.55,208220.9
61,2.55,207856.75
61.1,2.55,207493.1
61.2,2.55,207129.95
61.3,2.55,206767.3
61.4,2.55,206405.15
61.5,2.55,206043.5
61.6,2.55,205682.35
61.7,2.55,205321.7
61.8,2.55,204961.55
61.9,2.55,204601.9
62,2.55,204242.75
62.1,2.55,203884.1
62.2,2.55,203525.95
62.3,2.55,203168.3
62.4,2.55,202811.15
62.5,2.55,202454.5
62.6,2.55,202098.35
62.7,2.55,201742.7
62.8,2.55,201387.55
62.9,2.55,201032.9
63,2.55,200678.75
63.1,2.55,200325.1
63.2,2.55,199971.95
63.3,2.55,199619.3
63.4,2.55,199267.15
63.5,2.55,198915.5
63.6,2.55,198564.35
63.7,2.55,198213.7
63.8,2.55,197863.55
63.9,2.55,197513.9
64,2.55,197164.75
64.1,2.55,196816.1
64.2,2.55,196467.95
64.3,2.55,196120.3
64.4,2.55,195773.15
64.5,2.55,195426.5
64.6,2.55,195080.35
64.7,2.55,194734.7
64.8,2.55,194389.55
64.9,2.55,194044.9
65,2.55,193700.75
65.1,2.55,193357.1
65.2,2.55,193013.95
65.3,2.55,192671.3
65.4,2.55,192329.15
65.5,2.55,191987.5
65.6,2.55,191646.35
65.7,2.55,191305.7
65.8,2.55,190965.55
65.9,2.55,190625.9
66,2.55,190286.75
66.1,2.55,189948.1
66.2,2.55,189609.95
66.3,2.55,189272.3
66.4,2.55,188935.15
66.5,2.55,188598.5
66.6,2.55,188262.35
66.7,2.55,187926.7
66.8,2.55,187591.55
66.9,2.55,187256.9
67,2.55,186922.75
67.1,2.55,186589.1
67.2,2.55,186255.95
67.3,2.55,185923.3
67.4,2.55,185591.15
67.5,2.55,185259.5
67.6,2.55,184928.35
67.7,2.55,184597.7
67.8,2.55,184267.55
67.9,2.55,183937.9
68,2.55,183608.75
68.1,2.55,183280.1
68.2,2.55,182951.95
68.3,2.55,182624.3
68.4,2.55,182297.15
68.5,2.55,181970.5
68.6,2.55,181644.35
68.7,2.55,181318.7
68.8,2.55,180993.55
68.9,2.55,180668.9
69,2.55,180344.75
69.1,2.55,180021.1
69.2,2.55,179697.95
69.3,2.55,179375.3
69.4,2.55,179053.15
69.5,2.55,178731.5
69.6,2.55,178410.35
69.7,2.55,178089.7
69.8,2.55,177769.55
69.9,2.55,177449.9
70,2.55,177130.75
70.1,2.55,176812.1
70.2,2.55,176493.95
70.3,2.55,176176.3
70.4,2.55,175859.15
70.5,2.55,175542.5
70.6,2.55,175226.35
70.7,2.55,174910.7
70.8,2.55,174595.55
70.9,2.55,174280.9
71,2.55,173966.75
71.1,2.55,173653.1
71.2,2.55,173339.95
71.3,2.55,173027.3
71.4,2.55,172715.15
71.5,2.55,172403.5
71.6,2.55,172092.35
71.7,2.55,171781.7
71.8,2.55,171471.55
71.9,2.55,171161.9
72,2.55,170852.75
72.1,2.55,170544.1
72.2,2.55,170235.95
72.3,2.55,169928.3
72.4,2.55,169621.15
72.5,2.55,169314.5
72.6,2.55,169008.35
72.7,2.55,168702.7
72.8,2.55,168397.55
72.9,2.55,168092.9
73,2.55,167788.75
73.1,2.55,167485.1
73.2,2.55,167181.95
73.3,2.55,166879.3
73.4,2.55,166577.15
73.5,2.55,166275.5
73.6,2.55,165974.35
73.7,2.55,165673.7
73.8,2.55,165373.55
73.9,2.55,165073.9
74,2.55,164774.75
74.1,2.55,164476.1
74.2,2.55,164177.95
74.3,2.55,163880.3
74.4,2.55,163583.15
74.5,2.55,163286.5
74.6,2.55,162990.35
74.7,2.55,162694.7
74.8,2.55,162399.55
74.9,2.55,162104.9
75,2.55,161810.75
50,2.56,247588.68
50.1,2.56,247173.53
50.2,2.56,246758.88
50.3,2.56,246344.73
50.4,2.56,245931.08
50.5,2.56,245517.93
50.6,2.56,245105.28
50.7,2.56,244693.13
50.8,2.56,244281.48
50.9,2.56,243870.33
51,2.56,243459.68
51.1,2.56,243049.53
51.2,2.56,242639.88
51.3,2.56,242230.73
51.4,2.56,241822.08
51.5,2.56,241413.93
51.6,2.56,241006.28
51.7,2.56,240599.13
51.8,2.56,240192.48
51.9,2.56,239786.33
52,2.56,239380.68
52.1,2.56,238975.53
52.2,2.56,238570.88
52.3,2.56,238166.73
52.4,2.56,237763.08
52.5,2.56,237359.93
52.6,2.56,236957.28
52.7,2.56,236555.13
52.8,2.56,236153.48
52.9,2.56,235752.33
53,2.56,235351.68
53.1,2.56,234951.53
53.2,2.56,234551.88
53.3,2.56,234152.73
53.4,2.56,233754.08
53.5,2.56,233355.93
53.6,2.56,232958.28
53.7,2.56,232561.13
53.8,2.56,232164.48
53.9,2.56,231768.33
54,2.56,231372.68
54.1,2.56,230977.53
54.2,2.56,230582.88
54.3,2.56,230188.73
54.4,2.56,229795.08
54.5,2.56,229401.93
54.6,2.56,229009.28
54.7,2.56,228617.13
54.8,2.56,228225.48
54.9,2.56,227834.33
55,2.56,227443.68
55.1,2.56,227053.53
55.2,2.56,226663.88
55.3,2.56,226274.73
55.4,2.56,225886.08
55.5,2.56,225497.93
55.6,2.56,225110.28
55.7,2.56,224723.13
55.8,2.56,224336.48
55.9,2.56,223950.33
56,2.56,223564.68
56.1,2.56,223179.53
56.2,2.56,222794.88
56.3,2.56,222410.73
56.4,2.56,222027.08
56.5,2.56,221643.93
56.6,2.56,221261.28
56.7,2.56,220879.13
56.8,2.56,220497.48
56.9,2.56,220116.33
57,2.56,219735.68
57.1,2.56,219355.53
57.2,2.56,218975.88
57.3,2.56,218596.73
57.4,2.56,218218.08
57.5,2.56,217839.93
57.6,2.56,217462.28
57.7,2.56,217085.13
57.8,2.56,216708.48
57.9,2.56,216332.33
58,2.56,215956.68
58.1,2.56,215581.53
58.2,2.56,215206.88
58.3,2.56,214832.73
58.4,2.56,214459.08
58.5,2.56,214085.93
58.6,2.56,213713.28
58.7,2.56,213341.13
58.8,2.56,212969.48
58.9,2.56,212598.33
59,2.56,212227.68
59.1,2.56,211857.53
59.2,2.56,211487.88
59.3,2.56,211118.73
59.4,2.56,210750.08
59.5,2.56,210381.93
59.6,2.56,210014.28
59.7,2.56,209647.13
59.8,2.56,209280.48
59.9,2.56,208914.33
60,2.56,208548.68
60.1,2.56,208183.53
60.2,2.56,207818.88
60.3,2.56,207454.73
60.4,2.56,207091.08
60.5,2.56,206727.93
60.6,2.56,206365.28
60.7,2.56,206003.13
60.8,2.56,205641.48
60.9,2.56,205280.33
61,2.56,204919.68
61.1,2.56,204559.53
61.2,2.56,204199.88
61.3,2.56,203840.73
61.4,2.56,203482.08
61.5,2.56,203123.93
61.6,2.56,202766.28
61.7,2.56,202409.13
61.8,2.56,202052.48
61.9,2.56,201696.33
62,2.56,201340.68
62.1,2.56,200985.53
62.2,2.56,200630.88
62.3,2.56,200276.73
62.4,2.56,199923.08
62.5,2.56,199569.93
62.6,2.56,199217.28
62.7,2.56,198865.13
62.8,2.56,198513.48
62.9,2.56,198162.33
63,2.56,197811.68
63.1,2.56,197461.53
63.2,2.56,197111.88
63.3,2.56,196762.73
63.4,2.56,196414.08
63.5,2.56,196065.93
63.6,2.56,195718.28
63.7,2.56,195371.13
63.8,2.56,195024.48
63.9,2.56,194678.33
64,2.56,194332.68
64.1,2.56,193987.53
64.2,2.56,193642.88
64.3,2.56,193298.73
64.4,2.56,192955.08
64.5,2.56,192611.93
64.6,2.56,192269.28
64.7,2.56,191927.13
64.8,2.56,191585.48
64.9,2.56,191244.33
65,2.56,190903.68
65.1,2.56,190563.53
65.2,2.56,190223.88
65.3,2.56,189884.73
65.4,2.56,189546.08
65.5,2.56,189207.93
65.6,2.56,188870.28
65.7,2.56,188533.13
65.8,2.56,188196.48
65.9,2.56,187860.33
66,2.56,187524.68
66.1,2.56,187189.53
66.2,2.56,186854.88
66.3,2.56,186520.73
66.4,2.56,186187.08
66.5,2.56,185853.93
66.6,2.56,185521.28
66.7,2.56,185189.13
66.8,2.56,184857.48
66.9,2.56,184526.33
67,2.56,184195.68
67.1,2.56,183865.53
67.2,2.56,183535.88
67.3,2.56,183206.73
67.4,2.56,182878.08
67.5,2.56,182549.93
67.6,2.56,182222.28
67.7,2.56,181895.13
67.8,2.56,181568.48
67.9,2.56,181242.33
68,2.56,180916.68
68.1,2.56,180591.53
68.2,2.56,180266.88
68.3,2.56,179942.73
68.4,2.56,179619.08
68.5,2.56,179295.93
68.6,2.56,178973.28
68.7,2.56,178651.13
68.8,2.56,178329.48
68.9,2.56,178008.33
69,2.56,177687.68
69.1,2.56,177367.53
69.2,2.56,177047.88
69.3,2.56,176728.73
69.4,2.56,176410.08
69.5,2.56,176091.93
69.6,2.56,175774.28
69.7,2.56,175457.13
69.8,2.56,175140.48
69.9,2.56,174824.33
70,2.56,174508.68
70.1,2.56,174193.53
70.2,2.56,173878.88
70.3,2.56,173564.73
70.4,2.56,173251.08
70.5,2.56,172937.93
70.6,2.56,172625.28
70.7,2.56,172313.13
70.8,2.56,172001.48
70.9,2.56,171690.33
71,2.56,171379.68
71.1,2.56,171069.53
71.2,2.56,170759.88
71.3,2.56,170450.73
71.4,2.56,170142.08
71.5,2.56,169833.93
71.6,2.56,169526.28
71.7,2.56,169219.13
71.8,2.56,168912.48
71.9,2.56,168606.33
72,2.56,168300.68
72.1,2.56,167995.53
72.2,2.56,167690.88
72.3,2.56,167386.73
72.4,2.56,167083.08
72.5,2.56,166779.93
72.6,2.56,166477.28
72.7,2.56,166175.13
72.8,2.56,165873.48
72.9,2.56,165572.33
73,2.56,165271.68
73.1,2.56,164971.53
73.2,2.56,164671.88
73.3,2.56,164372.73
73.4,2.56,164074.08
73.5,2.56,163775.93
73.6,2.56,163478.28
73.7,2.56,163181.13
73.8,2.56,162884.48
73.9,2.56,162588.33
74,2.56,162292.68
74.1,2.56,161997.53
74.2,2.56,161702.88
74.3,2.56,161408.73
74.4,2.56,161115.08
74.5,2.56,160821.93
74.6,2.56,160529.28
74.7,2.56,160237.13
74.8,2.56,159945.48
74.9,2.56,159654.33
75,2.56,159363.68
50,2.57,244295.07
50.1,2.57,243883.42
50.2,2.57,243472.27
50.3,2.57,243061.62
50.4,2.57,242651.47
50.5,2.57,242241.82
50.6,2.57,241832.67
50.7,2.57,241424.02
50.8,2.57,241015.87
50.9,2.57,240608.22
51,2.57,240201.07
51.1,2.57,239794.42
51.2,2.57,239388.27
51.3,2.57,238982.62
51.4,2.57,238577.47
51.5,2.57,238172.82
51.6,2.57,237768.67
51.7,2.57,237365.02
51.8,2.57,236961.87
51.9,2.57,236559.22
52,2.57,236157.07
52.1,2.57,235755.42
52.2,2.57,235354.27
52.3,2.57,234953.62
52.4,2.57,234553.47
52.5,2.57,234153.82
52.6,2.57,233754.67
52.7,2.57,233356.02
52.8,2.57,232957.87
52.9,2.57,232560.22
53,2.57,232163.07
53.1,2.57,231766.42
53.2,2.57,231370.27
53.3,2.57,230974.62
53.4,2.57,230579.47
53.5,2.57,230184.82
53.6,2.57,229790.67
53.7,2.57,229397.02
53.8,2.57,229003.87
53.9,2.57,228611.22
54,2.57,228219.07
54.1,2.57,227827.42
54.2,2.57,227436.27
54.3,2.57,227045.62
54.4,2.57,226655.47
54.5,2.57,226265.82
54.6,2.57,225876.67
54.7,2.57,225488.02
54.8,2.57,225099.87
54.9,2.57,224712.22
55,2.57,224325.07
55.1,2.57,223938.42
55.2,2.57,223552.27
55.3,2.57,223166.62
55.4,2.57,222781.47
55.5,2.57,222396.82
55.6,2.57,222012.67
55.7,2.57,221629.02
55.8,2.57,221245.87
55.9,2.57,220863.22
56,2.57,220481.07
56.1,2.57,220099.42
56.2,2.57,219718.27
56.3,2.57,219337.62
56.4,2.57,218957.47
56.5,2.57,218577.82
56.6,2.57,218198.67
56.7,2.57,217820.02
56.8,2.57,217441.87
56.9,2.57,217064.22
57,2.57,216687.07
57.1,2.57,216310.42
57.2,2.57,215934.27
57.3,2.57,215558.62
57.4,2.57,215183.47
57.5,2.57,214808.82
57.6,2.57,214434.67
57.7,2.57,214061.02
57.8,2.57,213687.87
57.9,2.57,213315.22
58,2.57,212943.07
58.1,2.57,212571.42
58.2,2.57,212200.27
58.3,2.57,211829.62
58.4,2.57,211459.47
58.5,2.57,211089.82
58.6,2.57,210720.67
58.7,2.57,210352.02
58.8,2.57,209983.87
58.9,2.57,209616.22
59,2.57,209249.07
59.1,2.57,208882.42
59.2,2.57,208516.27
59.3,2.57,208150.62
59.4,2.57,207785.47
59.5,2.57,207420.82
59.6,2.57,207056.67
59.7,2.57,206693.02
59.8,2.57,206329.87
59.9,2.57,205967.22
60,2.57,205605.07
60.1,2.57,205243.42
60.2,2.57,204882.27
60.3,2.57,204521.62
60.4,2.57,204161.47
60.5,2.57,203801.82
60.6,2.57,203442.67
60.7,2.57,203084.02
60.8,2.57,202725.87
60.9,2.57,202368.22
61,2.57,202011.07
61.1,2.57,201654.42
61.2,2.57,201298.27
61.3,2.57,200942.62
61.4,2.57,200587.47
61.5,2.57,200232.82
61.6,2.57,199878.67
61.7,2.57,199525.02
61.8,2.57,199171.87
61.9,2.57,198819.22
62,2.57,198467.07
62.1,2.57,198115.42
62.2,2.57,197764.27
62.3,2.57,197413.62
62.4,2.57,197063.47
62.5,2.57,196713.82
62.6,2.57,196364.67
62.7,2.57,196016.02
62.8,2.57,195667.87
62.9,2.57,195320.22
63,2.57,194973.07
63.1,2.57,194626.42
63.2,2.57,194280.27
63.3,2.57,193934.62
63.4,2.57,193589.47
63.5,2.57,193244.82
63.6,2.57,192900.67
63.7,2.57,192557.02
63.8,2.57,192213.87
63.9,2.57,191871.22
64,2.57,191529.07
64.1,2.57,191187.42
64.2,2.57,190846.27
64.3,2.57,190505.62
64.4,2.57,190165.47
64.5,2.57,189825.82
64.6,2.57,189486.67
64.7,2.57,189148.02
64.8,2.57,188809.87
64.9,2.57,188472.22
65,2.57,188135.07
65.1,2.57,187798.42
65.2,2.57,187462.27
65.3,2.57,187126.62
65.4,2.57,186791.47
65.5,2.57,186456.82
65.6,2.57,186122.67
65.7,2.57,185789.02
65.8,2.57,185455.87
65.9,2.57,185123.22
66,2.57,184791.07
66.1,2.57,184459.42
66.2,2.57,184128.27
66.3,2.57,183797.62
66.4,2.57,183467.47
66.5,2.57,183137.82
66.6,2.57,182808.67
66.7,2.57,182480.02
66.8,2.57,182151.87
66.9,2.57,181824.22
67,2.57,181497.07
67.1,2.57,181170.42
67.2,2.57,180844.27
67.3,2.57,180518.62
67.4,2.57,180193.47
67.5,2.57,179868.82
67.6,2.57,179544.67
67.7,2.57,179221.02
67.8,2.57,178897.87
67.9,2.57,178575.22
68,2.57,178253.07
68.1,2.57,177931.42
68.2,2.57,177610.27
68.3,2.57,177289.62
68.4,2.57,176969.47
68.5,2.57,176649.82
68.6,2.57,176330.67
68.7,2.57,176012.02
68.8,2.57,175693.87
68.9,2.57,175376.22
69,2.57,175059.07
69.1,2.57,174742.42
69.2,2.57,174426.27
69.3,2.57,174110.62
69.4,2.57,173795.47
69.5,2.57,173480.82
69.6,2.57,173166.67
69.7,2.57,172853.02
69.8,2.57,172539.87
69.9,2.57,172227.22
70,2.57,171915.07
70.1,2.57,171603.42
70.2,2.57,171292.27
70.3,2.57,170981.62
70.4,2.57,170671.47
70.5,2.57,170361.82
70.6,2.57,170052.67
70.7,2.57,169744.02
70.8,2.57,169435.87
70.9,2.57,169128.22
71,2.57,168821.07
71.1,2.57,168514.42
71.2,2.57,168208.27
71.3,2.57,167902.62
71.4,2.57,167597.47
71.5,2.57,167292.82
71.6,2.57,166988.67
71.7,2.57,166685.02
71.8,2.57,166381.87
71.9,2.57,166079.22
72,2.57,165777.07
72.1,2.57,165475.42
72.2,2.57,165174.27
72.3,2.57,164873.62
72.4,2.57,164573.47
72.5,2.57,164273.82
72.6,2.57,163974.67
72.7,2.57,163676.02
72.8,2.57,163377.87
72.9,2.57,163080.22
73,2.57,162783.07
73.1,2.57,162486.42
73.2,2.57,162190.27
73.3,2.57,161894.62
73.4,2.57,161599.47
73.5,2.57,161304.82
73.6,2.57,161010.67
73.7,2.57,160717.02
73.8,2.57,160423.87
73.9,2.57,160131.22
74,2.57,159839.07
74.1,2.57,159547.42
74.2,2.57,159256.27
74.3,2.57,158965.62
74.4,2.57,158675.47
74.5,2.57,158385.82
74.6,2.57,158096.67
74.7,2.57,157808.02
74.8,2.57,157519.87
74.9,2.57,157232.22
75,2.57,156945.07
50,2.58,241029.92
50.1,2.58,240621.77
50.2,2.58,240214.12
50.3,2.58,239806.97
50.4,2.58,239400.32
50.5,2.58,238994.17
50.6,2.58,238588.52
50.7,2.58,238183.37
50.8,2.58,237778.72
50.9,2.58,237374.57
51,2.58,236970.92
51.1,2.58,236567.77
51.2,2.58,236165.12
51.3,2.58,235762.97
51.4,2.58,235361.32
51.5,2.58,234960.17
51.6,2.58,234559.52
51.7,2.58,234159.37
51.8,2.58,233759.72
51.9,2.58,233360.57
52,2.58,232961.92
52.1,2.58,232563.77
52.2,2.58,232166.12
52.3,2.58,231768.97
52.4,2.58,231372.32
52.5,2.58,230976.17
52.6,2.58,230580.52
52.7,2.58,230185.37
52.8,2.58,229790.72
52.9,2.58,229396.57
53,2.58,229002.92
53.1,2.58,228609.77
53.2,2.58,228217.12
53.3,2.58,227824.97
53.4,2.58,227433.32
53.5,2.58,227042.17
53.6,2.58,226651.52
53.7,2.58,226261.37
53.8,2.58,225871.72
53.9,2.58,225482.57
54,2.58,225093.92
54.1,2.58,224705.77
54.2,2.58,224318.12
54.3,2.58,223930.97
54.4,2.58,223544.32
54.5,2.58,223158.17
54.6,2.58,222772.52
54.7,2.58,222387.37
54.8,2.58,222002.72
54.9,2.58,221618.57
55,2.58,221234.92
55.1,2.58,220851.77
55.2,2.58,220469.12
55.3,2.58,220086.97
55.4,2.58,219705.32
55.5,2.58,219324.17
55.6,2.58,218943.52
55.7,2.58,218563.37
55.8,2.58,218183.72
55.9,2.58,217804.57
56,2.58,217425.92
56.1,2.58,217047.77
56.2,2.58,216670.12
56.3,2.58,216292.97
56.4,2.58,215916.32
56.5,2.58,215540.17
56.6,2.58,215164.52
56.7,2.58,214789.37
56.8,2.58,214414.72
56.9,2.58,214040.57
57,2.58,213666.92
57.1,2.58,213293.77
57.2,2.58,212921.12
57.3,2.58,212548.97
57.4,2.58,212177.32
57.5,2.58,211806.17
57.6,2.58,211435.52
57.7,2.58,211065.37
57.8,2.58,210695.72
57.9,2.58,210326.57
58,2.58,209957.92
58.1,2.58,209589.77
58.2,2.58,209222.12
58.3,2.58,208854.97
58.4,2.58,208488.32
58.5,2.58,208122.17
58.6,2.58,207756.52
58.7,2.58,207391.37
58.8,2.58,207026.72
58.9,2.58,206662.57
59,2.58,206298.92
59.1,2.58,205935.77
59.2,2.58,205573.12
59.3,2.58,205210.97
59.4,2.58,204849.32
59.5,2.58,204488.17
59.6,2.58,204127.52
59.7,2.58,203767.37
59.8,2.58,203407.72
59.9,2.58,203048.57
60,2.58,202689.92
60.1,2.58,202331.77
60.2,2.58,201974.12
60.3,2.58,201616.97
60.4,2.58,201260.32
60.5,2.58,200904.17
60.6,2.58,200548.52
60.7,2.58,200193.37
60.8,2.58,199838.72
60.9,2.58,199484.57
61,2.58,199130.92
61.1,2.58,198777.77
61.2,2.58,198425.12
61.3,2.58,198072.97
61.4,2.58,197721.32
61.5,2.58,197370.17
61.6,2.58,197019.52
61.7,2.58,196669.37
61.8,2.58,196319.72
61.9,2.58,195970.57
62,2.58,195621.92
62.1,2.58,195273.77
62.2,2.58,194926.12
62.3,2.58,194578.97
62.4,2.58,194232.32
62.5,2.58,193886.17
62.6,2.58,193540.52
62.7,2.58,193195.37
62.8,2.58,192850.72
62.9,2.58,192506.57
63,2.58,192162.92
63.1,2.58,191819.77
63.2,2.58,191477.12
63.3,2.58,191134.97
63.4,2.58,190793.32
63.5,2.58,190452.17
63.6,2.58,190111.52
63.7,2.58,189771.37
63.8,2.58,189431.72
63.9,2.58,189092.57
64,2.58,188753.92
64.1,2.58,188415.77
64.2,2.58,188078.12
64.3,2.58,187740.97
64.4,2.58,187404.32
64.5,2.58,187068.17
64.6,2.58,186732.52
64.7,2.58,186397.37
64.8,2.58,186062.72
64.9,2.58,185728.57
65,2.58,185394.92
65.1,2.58,185061.77
65.2,2.58,184729.12
65.3,2.58,184396.97
65.4,2.58,184065.32
65.5,2.58,183734.17
65.6,2.58,183403.52
65.7,2.58,183073.37
65.8,2.58,182743.72
65.9,2.58,182414.57
66,2.58,182085.92
66.1,2.58,181757.77
66.2,2.58,181430.12
66.3,2.58,181102.97
66.4,2.58,180776.32
66.5,2.58,180450.17
66.6,2.58,180124.52
66.7,2.58,179799.37
66.8,2.58,179474.72
66.9,2.58,179150.57
67,2.58,178826.92
67.1,2.58,178503.77
67.2,2.58,178181.12
67.3,2.58,177858.97
67.4,2.58,177537.32
67.5,2.58,177216.17
67.6,2.58,176895.52
67.7,2.58,176575.37
67.8,2.58,176255.72
67.9,2.58,175936.57
68,2.58,175617.92
68.1,2.58,175299.77
68.2,2.58,174982.12
68.3,2.58,174664.97
68.4,2.58,174348.32
68.5,2.58,174032.17
68.6,2.58,173716.52
68.7,2.58,173401.37
68.8,2.58,173086.72
68.9,2.58,172772.57
69,2.58,172458.92
69.1,2.58,172145.77
69.2,2.58,171833.12
69.3,2.58,171520.97
69.4,2.58,171209.32
69.5,2.58,170898.17
69.6,2.58,170587.52
69.7,2.58,170277.37
69.8,2.58,169967.72
69.9,2.58,169658.57
70,2.58,169349.92
70.1,2.58,169041.77
70.2,2.58,168734.12
70.3,2.58,168426.97
70.4,2.58,168120.32
70.5,2.58,167814.17
70.6,2.58,167508.52
70.7,2.58,167203.37
70.8,2.58,166898.72
70.9,2.58,166594.57
71,2.58,166290.92
71.1,2.58,165987.77
71.2,2.58,165685.12
71.3,2.58,165382.97
71.4,2.58,165081.32
71.5,2.58,164780.17
71.6,2.58,164479.52
71.7,2.58,164179.37
71.8,2.58,163879.72
71.9,2.58,163580.57
72,2.58,163281.92
72.1,2.58,162983.77
72.2,2.58,162686.12
72.3,2.58,162388.97
72.4,2.58,162092.32
72.5,2.58,161796.17
72.6,2.58,161500.52
72.7,2.58,161205.37
72.8,2.58,160910.72
72.9,2.58,160616.57
73,2.58,160322.92
73.1,2.58,160029.77
73.2,2.58,159737.12
73.3,2.58,159444.97
73.4,2.58,159153.32
73.5,2.58,158862.17
73.6,2.58,158571.52
73.7,2.58,158281.37
73.8,2.58,157991.72
73.9,2.58,157702.57
74,2.58,157413.92
74.1,2.58,157125.77
74.2,2.58,156838.12
74.3,2.58,156550.97
74.4,2.58,156264.32
74.5,2.58,155978.17
74.6,2.58,155692.52
74.7,2.58,155407.37
74.8,2.58,155122.72
74.9,2.58,154838.57
75,2.58,154554.92
50,2.59,237793.23
50.1,2.59,237388.58
50.2,2.59,236984.43
50.3,2.59,236580.78
50.4,2.59,236177.63
50.5,2.59,235774.98
50.6,2.59,235372.83
50.7,2.59,234971.18
50.8,2.59,234570.03
50.9,2.59,234169.38
51,2.59,233769.23
51.1,2.59,233369.58
51.2,2.59,232970.43
51.3,2.59,232571.78
51.4,2.59,232173.63
51.5,2.59,231775.98
